Listening to @NickMegoran speaking about the Casualisation at Newcastle University and the de-humanising aspect of those employment relationships #UCUstrike #anticas #precaritystories https://t.co/xSHLAEjinB https://t.co/gVq2hWQtZS
Speaking of I'm working on my next two #UCUStrikesBack zines (I know I don't have time but it's fun shh). One on disability &amp; another on #PrecarityStories
RT: \xf0\x9f\x91\x87 Amazing and depressing thread of #precaritystories and other #HallamHorror stories of bullying and exploitation. If you still don\xe2\x80\x99t understand why UK university staff are on #UCUstrike please read this! https://t.co/QQ3DgofZdb
RT: My thread below has been \xe2\x80\x98liked\xe2\x80\x99 a lot. But I was just relaying cold facts &amp; figures from @ucu website. \n\nPlease go and read the #PrecarityStories to learn about the lived experience of casualised staff in UK universities. \n\n#UCUStrike #PrecarityStory #USSStrikesBack https://t.co/Czyml9SQMT
@HelenCoverdale Well that\xe2\x80\x99s a revealing definition of \xe2\x80\x98lucky\xe2\x80\x99! \n#UCUstrike #precaritystories \n\n@USSbriefs
RT: My thread below has been \xe2\x80\x98liked\xe2\x80\x99 a lot. But I was just relaying cold facts &amp; figures from @ucu website. \n\nPlease go and read the #PrecarityStories to learn about the lived experience of casualised staff in UK universities. \n\n#UCUStrike #PrecarityStory #USSStrikesBack https://t.co/Czyml9SQMT
RT: My thread below has been \xe2\x80\x98liked\xe2\x80\x99 a lot. But I was just relaying cold facts &amp; figures from @ucu website. \n\nPlease go and read the #PrecarityStories to learn about the lived experience of casualised staff in UK universities. \n\n#UCUStrike #PrecarityStory #USSStrikesBack https://t.co/Czyml9SQMT
RT: My thread below has been \xe2\x80\x98liked\xe2\x80\x99 a lot. But I was just relaying cold facts &amp; figures from @ucu website. \n\nPlease go and read the #PrecarityStories to learn about the lived experience of casualised staff in UK universities. \n\n#UCUStrike #PrecarityStory #USSStrikesBack https://t.co/Czyml9SQMT
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: My thread below has been \xe2\x80\x98liked\xe2\x80\x99 a lot. But I was just relaying cold facts &amp; figures from @ucu website. \n\nPlease go and read the #PrecarityStories to learn about the lived experience of casualised staff in UK universities. \n\n#UCUStrike #PrecarityStory #USSStrikesBack https://t.co/Czyml9SQMT
My thread below has been \xe2\x80\x98liked\xe2\x80\x99 a lot. But I was just relaying cold facts &amp; figures from @ucu website. \n\nPlease go and read the #PrecarityStories to learn about the lived experience of casualised staff in UK universities. \n\n#UCUStrike #PrecarityStory #USSStrikesBack https://t.co/Czyml9SQMT
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: I love working at a university, but I'm working 3 fixed-term hourly-paid teaching contracts and will be unemployed by Christmas. Thank you to my @ucu comrades who are back out in the cold again today on behalf of precarious workers in universities. #precaritystories"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: Another story from a precarious staff member in UK #highered #UCUstrikes #precaritystories https://t.co/Otv3QI6PlQ
Another story from a precarious staff member in UK #highered #UCUstrikes #precaritystories https://t.co/Otv3QI6PlQ
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: Follow #PrecarityStory &amp; #Precaritystories to learn more about how approx 50% of staff working in UK universities are treated.
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: I currently have 4 emails in my inbox from 4 different music societies asking me for input on their EDI endeavors. I am unemployed. At what point will they start offering to pay? #precaritystories #musicology
"Sorry for Sunday despair but postgraduates should really take a look at this &amp; other #PrecarityStories of outsourced, short-term contracts.\n\nThis is the future facing us if we don't make our voices heard so pls get involved this week in the #UCUStrike \xf0\x9f\x98\x8e\xe2\x9c\x8a https://t.co/tb3jdUhjQT"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
\xe2\x80\x9cSo let\xe2\x80\x99s call out the bullshit and keep up the fight.\xe2\x80\x9d 12/12 #UCUstrike #UCUStrikesBack #PrecarityStory #PrecarityStories
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
"RT: ""My bank contract means I am only paid for 9 months a year. I don\'t know whether I\'ll be offered hours next academic year."" (1/3) #precaritystories #ucustrikes #UCUStrikesBack https://t.co/P2x6gEwIr9"
RT: \xf0\x9f\x91\x87 Amazing and depressing thread of #precaritystories and other #HallamHorror stories of bullying and exploitation. If you still don\xe2\x80\x99t understand why UK university staff are on #UCUstrike please read this! https://t.co/QQ3DgofZdb
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
RT: \xf0\x9f\x91\x87 Amazing and depressing thread of #precaritystories and other #HallamHorror stories of bullying and exploitation. If you still don\xe2\x80\x99t understand why UK university staff are on #UCUstrike please read this! https://t.co/QQ3DgofZdb
\xf0\x9f\x91\x87 Amazing and depressing thread of #precaritystories and other #HallamHorror stories of bullying and exploitation. If you still don\xe2\x80\x99t understand why UK university staff are on #UCUstrike please read this! https://t.co/QQ3DgofZdb
@ErinMaglaque Wow! I keep seeing more figures that are jaw dropping \xf0\x9f\x98\xa6 and show how intense the rise of #precarity in UK has been in last couple of decades.   \nIncreases my resolve for \n#UCUstrike \n\n#precaritystories
"RT: Colleagues not striking because they feel well off (decent pay, long-term or permanent contract, manageable workload) should check out #PrecarityStory #precaritystories. Horrifying tales of abusive, exploitative uni management. If you won't strike for yourself, strike for them."
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
I currently have 4 emails in my inbox from 4 different music societies asking me for input on their EDI endeavors. I am unemployed. At what point will they start offering to pay? #precaritystories #musicology
"RT: More #precaritystories. Thanks everyone for sharing, let's be even louder! #UCUstrikesback #casualisation \n\nI teach six groups on one module, for 9 tutorials each; I'm paid 1 hour prep for each hour delivery.  So I'm paid 54 hours teaching, 54 hours preparation, and marking. 1/3"
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: Colleagues not striking because they feel well off (decent pay, long-term or permanent contract, manageable workload) should check out #PrecarityStory #precaritystories. Horrifying tales of abusive, exploitative uni management. If you won't strike for yourself, strike for them."
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: ""Each year Durham employs me on a precarious one year contract. The University HR will always find a way to ensure that I can\'t reach a secure, permanent contract. I\'m not paid for research time so cannot publish work to allow me to apply elsewhere."" #precaritystories #ucustrikes"
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
"RT: ""Each year Durham employs me on a precarious one year contract. The University HR will always find a way to ensure that I can\'t reach a secure, permanent contract. I\'m not paid for research time so cannot publish work to allow me to apply elsewhere."" #precaritystories #ucustrikes"
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
RT: Click to read why I'm striking with UCU #PrecarityStory #precaritystories #UCUstrike @CityUCU @GoldsmithsUCU https://t.co/kmmOrTdahi
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
"RT: If you are a senior academic in UK HE who has chosen not to join #UCUstrike because \xe2\x80\x98our employment conditions are not that bad compared to others\xe2\x80\x99, please read this #PrecarityStory by @RougesFoam   \n\nWould you be prepared to work under these conditions?\n#precaritystories https://t.co/z9tsN5V4mQ"
RT: If you are:\n1) a student UK University upset that your teachers are on #UCUstrike; or\n2) a parent of a uni student angry about uni staff being on strike; or\n3) a senior member of staff who is able to strike but has chosen not to:\nPls check out  #PrecarityStory &amp; #Precaritystories
